_num_key,org,#,ID,Giocatore,Ruolo,Ruolo2,Squadra,Min.Gioc.,G,GF,GS,Aut,Ass,CS,GF.1,GS.1,Aut.1,Ass.1,TS,GF.2,GS.2,Aut.2,Ass.2,M2,M3,Amm,Esp,Gdv,Gdp,RigS,RigP,Rt,Rs,T,VG,VC,VTS
438,IÄ,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,TE,508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,JH,511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,JH,516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PP,518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,IÄ,519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,IÄ,535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,VK,539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,MT,572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,VK,575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,VK,581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,JH,619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,JH,652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,JH,659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,JP,668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PP,673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,JP,688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,JP,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,MT,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,PP,821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,VK,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,VK,853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,IÄ,860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,JK,862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,PP,866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,JP,871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,IÄ,886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,JP,889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,IÄ,895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,JH,927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,PP,951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,JK,956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
